description	price	prime	url	stars	num_reviews
RX580 8GB GDDR5 Scheda Grafica da Gioco a 256 Bit, Risoluzione 4096x2160 8 Pin Computer PC Gaming Video Scheda Grafica GPU con Doppia Ventola di RaffreddamentoPCI 3.0	124,29	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9idGY6MzAwMDA1Mzc1NTAxMjMyOjowOjo&url=%2FGrafica-Risoluzione-4096x2160-Computer-RaffreddamentoPCI%2Fdp%2FB0BV6KYKKN%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	5,0	1
Okuyonic Scheda Grafica per Computer, Scheda Grafica RX 580 Portatile 256BIT 8GB DDR5 RAM Efficiente per PC Desktop(5808GD5)	113,79	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9idGY6MzAwMDc1MDAzNjIzNDMyOjowOjo&url=%2FOkuyonic-Grafica-Computer-Portatile-Efficiente%2Fdp%2FB0C9CBQ18J%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	3,5	7
EZDIY-FAB Supporto Verticale per GPU PCIe 4.0 Schede Grafiche con Modulo LED ARGB 5V 3Pin,kit di Supporto per Schede VGA con Cavo Riser PCIe 4.0 X16 Gen4 17 cm/6.69in ad Angolo Retto di 90 Gradi-Nero	69,99	True	https://www.amazon.it/EZDIY-FAB-Supporto-Verticale-Grafiche-Gradi-Nero/dp/B09WT939P3/ref=sr_1_101?keywords=gpu&qid=1699106866&sr=8-101	3,9	110
Asixxsix Scheda Grafica AMD Radeon RX 580 da 8 GB, 256 Bit, Doppia Ventola di Raffreddamento, Uscita HDMI/DVI/DP, velocità GPU 1284 MHz, Memoria 7000 MHz, PCI Express 3.0	125,77	False	https://www.amazon.it/Asixxsix-Grafica-Ventola-Raffreddamento-velocit%C3%A0/dp/B0CCST571C/ref=sr_1_102?keywords=gpu&qid=1699106866&sr=8-102		
SAPLOS NVIDIA GT 730 Scheda Video, 4GB, DDR3, 128 Bit, VGA DVI HDMI, Low Profile Scheda Grafica for PC, Gaming GPU, Desktop Computer, Save Case Space, Low Power, PCI Express x16, 2K Support		False	https://www.amazon.it/SAPLOS-GT-730-Profile-Computer/dp/B09XMPC5K6/ref=sr_1_103?keywords=gpu&qid=1699106866&sr=8-103	4,0	42
SAPLOS GTX 1050 Ti Scheda Video, 4GB, 128 Bit, GDDR5, DisplayPort HDMI DVI, Schede Grafiche, Computer GPU, Video Cards for PC Gaming, PCI Express x16 3.0, DirectX 12, Support 8K Displays	189,99	True	https://www.amazon.it/SAPLOS-GTX-1050-Ti-DisplayPort/dp/B09Q8YPJ2V/ref=sr_1_104?keywords=gpu&qid=1699106866&sr=8-104	4,8	8
Scheda Grafica GDDR5 da 8 GB, Doppia Ventola 256 Bit 1284/7000 MHz Scheda Grafica da Gioco 8K 16 PCI Express 3.0, Scheda Video 3 X DP HDMI DVI HD	191,02	True	https://www.amazon.it/Scheda-Grafica-Doppia-Ventola-Express/dp/B0BL6GXFJD/ref=sr_1_105?keywords=gpu&qid=1699106866&sr=8-105	5,0	2
SAPLOS Radeon RX 550 Low Profile Scheda Video, 4GB, GDDR5, 128-bit, VGA DVI-D HDMI, Video Card PC Gaming, 4k Displays, Computer GPU, SFF Small Form Factor (includere mini staffa)	119,99	True	https://www.amazon.it/SAPLOS-Radeon-RX-550-Grafiche/dp/B09H5RTCWD/ref=sr_1_106?keywords=gpu&qid=1699106866&sr=8-106	4,0	22
EZDIY-FAB Supporto Verticale per GPU PCIe 4.0 con Modulo LED ARGB 5V 3Pin,kit di Supporto per Schede Video con Cavo Riser Bianco PCIe 4.0 X16 Gen4 da 17cm/6,69inch ad Angolo Retto di 90 Gradi-Bianco	72,99	True	https://www.amazon.it/EZDIY-FAB-Supporto-Verticale-Modulo-Gradi-Bianco/dp/B0BXNC692S/ref=sr_1_107?keywords=gpu&qid=1699106866&sr=8-107	4,5	39
PNY NVIDIA Quadro RTX 4000 - La prima GPU Ray Tracing al mondo	1.200,00	False	https://www.amazon.it/PNY-QUADRO-4000-Scheda-Grafica/dp/B07P6CDHS5/ref=sr_1_108?keywords=gpu&qid=1699106866&sr=8-108	4,5	182
ASUS Dual EVO Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 con la nuovissima architettura GPU NVIDIA Turing™ DUAL-RTX2060-O6G-EVO	316,67	False	https://www.amazon.it/ASUS-GeForce-nuovissima-architettura-NVIDIA/dp/B07R18TH1X/ref=sr_1_109?keywords=gpu&qid=1699106866&sr=8-109	4,6	1.819
upHere GPU Scheda di Supporto Nero&Bianca Scheda Grafica Scheda Video per Supporti Supporto a Sfera/Custodia per Frame, schede Singole o Doppie,G27654	11,99	False	https://www.amazon.it/upHere-Supporto-Grafica-Supporti-Custodia/dp/B08YY6D8PR/ref=sr_1_110?keywords=gpu&qid=1699106866&sr=8-110	4,2	878
ARCTIC TP-3: Thermal Pad Premium Performance, 120 x 20 x 1,0 mm (4 Pezzi) - Pad termico Alta prestazione, particolarmente morbido, ideale come Gap-Filler, manipolazione sicura	7,99	False	https://www.amazon.it/ARCTIC-TP-3-Performance-eccellente-installazione/dp/B09V52D1N1/ref=sr_1_111?keywords=gpu&qid=1699106866&sr=8-111	4,6	261
PNY Quadro GP100 Professional Scheda grafica 16GB HBM2 PCI Express 3.0 x16, doppio slot, 4x DisplayPort, 1x DVI-I DL, supporto 5K, ventola attiva ultrasilenziosa	4.556,40	False	https://www.amazon.it/PNY-nVidia-Quadro-Scheda-Grafica/dp/B06X9X9PSS/ref=sr_1_112?keywords=gpu&qid=1699106866&sr=8-112	4,5	339
MSI MPG A850G PCIE5, Alimentatore 850W, certificato 80 Plus Gold, ATX 3.0 100% modulare, supporto GPU PCIe 5.0, 105°C condensatori giapponesi, 0% RPM Mode, cavi piatti - 10 anni di garanzia	139,10	True	https://www.amazon.it/MSI-Alimentatore-certificato-condensatori-giapponesi/dp/B0B4345YV7/ref=sr_1_116?keywords=gpu&qid=1699106866&sr=8-116	4,8	1.635
upHere GPU Scheda di Supporto Scheda Grafica Scheda Video per Supporti Supporto a Sfera/Custodia per Frame, schede Singole o Doppie(bianca),G276WT	11,99	False	https://www.amazon.it/upHere-bianco-grafica-regolabile-secondo/dp/B091CFKQC9/ref=sr_1_117?keywords=gpu&qid=1699106866&sr=8-117	4,1	89
Pvczool Scheda grafica GT210 1GB DDR2 64 bit PCIE 2.0 GPU Scheda Video Desktop DVI VGA Compatibile	39,94	True	https://www.amazon.it/Pvczool-Scheda-grafica-Desktop-Compatibile/dp/B0BQHZ59XM/ref=sr_1_118?keywords=gpu&qid=1699106866&sr=8-118		
ASUS ROG Herculx Sostegno Per Scheda Grafica, Montaggio Senza Attrezzi, Comoda Livella Integrata, Struttura in Lega Di Zinco, Altezza Regolabile da 72 a 128mm, Aura Sync, Nero	42,39	True	https://www.amazon.it/ASUS-Montaggio-Integrata-Struttura-Regolabile/dp/B09RPYGVBW/ref=sr_1_119_mod_primary_new?keywords=gpu&qid=1699106866&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-119	4,7	443
AsiaHorse Ventola per PC per GPU,Ventola per scheda grafica per computer PWM da 80 mm con supporto per scheda grafica,ventola GPU ARGB fino a 1800 RPM,dispositivo di raffreddamento GPU, Bianco	27,99	False	https://www.amazon.it/AsiaHorse-Supporto-grafica-supporto-installare/dp/B0B4K8Y6N3/ref=sr_1_120?keywords=gpu&qid=1699106866&sr=8-120	4,0	87
luoshaPUCY Supporto Scheda Grafica GPU Supporto in Alluminio, Supporto Scheda Video Verticale Brace Regolabile, Reggi Scheda Video, Sostegno GPU, Nero	8,99	False	https://www.amazon.it/luoshaPUCY-Supporto-Alluminio-Verticale-Regolabile/dp/B0BVH6ZKL2/ref=sr_1_121?keywords=gpu&qid=1699106866&sr=8-121	4,6	55
novonest Staffa per scheda grafica Supporto per supporto GPU, supporto per scheda video, alluminio aerospaziale anodizzato nero, GL05	7,58	False	https://www.amazon.it/novonest-Supporto-alluminio-aerospaziale-anodizzato/dp/B09QPCGTR8/ref=sr_1_122?keywords=gpu&qid=1699106866&sr=8-122	3,6	10
One enjoy Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU (Silver-L)	10,99	False	https://www.amazon.it/One-enjoy-Supporto-Grafica-Silver-L/dp/B0BX95RF1Q/ref=sr_1_123?keywords=gpu&qid=1699106866&sr=8-123	4,6	42
qijiefenCC Supporto In Alluminio Per Scheda Video, Supporto GPU Altezza Regolabile per 48-80 mm Altezza, leggero, durevole, supporto per scheda grafica, Nero	8,99	False	https://www.amazon.it/qijiefenCC-Supporto-Alluminio-Regolabile-durevole/dp/B0CBB12R55/ref=sr_1_124?keywords=gpu&qid=1699106866&sr=8-124	5,0	9
Supporto Scheda Grafica GPU Supporto: Supporto Scheda Grafica, Supporto GPU, Supporto in Lega Di Alluminio, Supporto per Scheda Grafica Resistente, Regolabile in Altezza	12,59	False	https://www.amazon.it/Supporto-Grafica-Alluminio-Resistente-Regolabile/dp/B0BMZ5HV2K/ref=sr_1_125?keywords=gpu&qid=1699106866&sr=8-125	4,9	29
Corsair Waterblock Per GPU Hydro X Series XG7 RGB 4090 STRIX/TUF - Per ASUS ROG STRIX e TUF Gaming GeForce RTX 4090 – Waterblock Per GPU in Rame Nichelato con Backplate Incluso - Nero	251,76	True	https://www.amazon.it/Corsair-Waterblock-Hydro-4090-STRIX/dp/B0BN4CW6F4/ref=sr_1_126?keywords=gpu&qid=1699106866&sr=8-126	4,3	38
Aairhut Thermal Pad 13W/MK Cuscinetti Termici, 85x45x1mm Silicone Cooling Pad GPU Resistenza al Calore Non conduttiva Extreme Odyssey Cover con Dual Film Autoadesivi	7,99	False	https://www.amazon.it/Aairhut-Cuscinetti-Resistenza-conduttiva-Autoadesivi/dp/B09XJVBPQ1/ref=sr_1_127?keywords=gpu&qid=1699106866&sr=8-127	4,6	218
EZDIY-FAB 5V ARGB GPU Holder Brace Supporto Scheda Grafica GPU Supporto Scheda Video Staffa,Struttura Avvitabile,Supporto Scheda Video Sag Holder/Supporto Staffa RX7990XTX, RTX4090,Bianco-341-1	39,99	True	https://www.amazon.it/EZDIY-FAB-ARGB-GPU-Avvitabile-Bianco-341-1/dp/B0BPGSCRRD/ref=sr_1_128?keywords=gpu&qid=1699106866&sr=8-128	4,6	18
Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU, alluminio aerospaziale anodizzato, Argento	11,99	False	https://www.amazon.it/One-enjoy-Alluminio-aerospaziale-anodizzato/dp/B08C4SKN8Y/ref=sr_1_133?keywords=gpu&qid=1699106866&sr=8-133	4,5	1.961
Fasgear Cavo di alimentazione PCIe 5.0 GPU manicotto 70 cm | Connettore 16pin (12+4) 12VHPWR per RTX 3090 Ti 4080 4090 | 3x8pin (6+2) PCI-e maschio spine compatibili per ASUS EVGA Seasonic modulare	37,98	True	https://www.amazon.it/Fasgear-alimentazione-manicotto-Connettore-compatibili/dp/B0BN1F9HJX/ref=sr_1_134?keywords=gpu&qid=1699106866&sr=8-134	4,5	331
2 Pcs Supporto Scheda Video Supporto gpu Supporto Scheda Video Verticale Supporto Verticale gpu Staffa Scheda Video Sostegno Scheda Video Supporto gpu Supporto Scheda Grafica Bracket in Alluminio	10,98	False	https://www.amazon.it/Supporto-Verticale-Sostegno-Grafica-Alluminio/dp/B0BVR33YCJ/ref=sr_1_135?keywords=gpu&qid=1699106866&sr=8-135	4,3	10
Bewinner Scheda Riser PCI-E da 1X a 16X, Scheda Adattatore Riser GPU con 8 Condensatori, 6 Luci LED, Scheda Adattatore Riser Alimentata a 6 Pin con Scheda PCIE 1X per ETH Mining	8,42	False	https://www.amazon.it/Bewinner-Scheda-Adattatore-Condensatori-Alimentata/dp/B0CBN685NN/ref=sr_1_136?keywords=gpu&qid=1699106866&sr=8-136		
ARCTIC TP-3: Thermal Pad Premium Performance, 100 x 100 x 0,5 mm (1 Pezzo) - Pad termico Alta prestazione, particolarmente morbido, ideale come Gap-Filler, manipolazione sicura	7,99	False	https://www.amazon.it/ARCTIC-TP-3-Performance-eccellente-installazione/dp/B09V53W559/ref=sr_1_137?keywords=gpu&qid=1699106866&sr=8-137	4,6	415
EZDIY-FAB Staffa per Supporto Scheda Grafica Verticale con Multi-Angolo, Montaggio GPU, Kit di Supporto Scheda Video VGA con Cavo Riser PCIE3.0 - Bianco	38,99	True	https://www.amazon.it/EZDIY-FAB-Supporto-Verticale-Multi-Angolo-PCIE-Bianco/dp/B08R9SZBFB/ref=sr_1_138?keywords=gpu&qid=1699106866&sr=8-138	3,7	179
EZDIY-FAB Cavo con Manicotto PCIE 6+2 Pin,Cavi con Manicotto GPU,Prolunga per Alimentazione Elettrica-Nero	8,99	False	https://www.amazon.it/EZDIY-FAB-Manicotto-Prolunga-Alimentazione-Elettrica-Nero/dp/B08KT5QXF6/ref=sr_1_139?keywords=gpu&qid=1699106866&sr=8-139	4,4	58
GWAWG Supporto per scheda grafica GPU Supporto nero GPU Sag staffa supporto per scheda grafica	7,99	False	https://www.amazon.it/GWAWG-Supporto-scheda-grafica-supporto/dp/B0CCNZF31N/ref=sr_1_140?keywords=gpu&qid=1699106866&sr=8-140	3,0	1
Fasgear Cavo di alimentazione PCI-e Gen 5.0-70 cm 16 pin (12+4 pin) 12VHPWR maschio a maschio - RTX 3090 Ti GPU 600W Cavo di alimentazione per scheda grafica RTX 40 Series | Alimentatori modulari	30,99	False	https://www.amazon.it/Fasgear-alimentazione-5-0-70-12VHPWR-maschio/dp/B0BF4C67GP/ref=sr_1_141?keywords=gpu&qid=1699106866&sr=8-141	4,3	38
YAODHAOD GPU VGA PCIe 8 pin U Turn 180 Gradi Angolo Connettore, per desktop scheda grafica, confezione da 2 (8 pin A)	7,99	False	https://www.amazon.it/YAODHAOD-Connettore-desktop-grafica-confezione/dp/B0B1J8VGX5/ref=sr_1_142?keywords=gpu&qid=1699106866&sr=8-142	4,4	25
LINKUP - AVA 50cm PCI-e 8 (6+2) pin GPU Cavo di Prolunga per PC Personalizzato con Guaina Intrecciata per Alimentatore PSU con Pettini┃Design Robusto e Rigido┃Confezione Singola┃500mm - Bianca	13,95	False	https://www.amazon.it/LINKUP-PCI-Alimentatore-Personalizzato-Pettine%E2%94%83Confezione/dp/B08CFTJQNB/ref=sr_1_143?keywords=gpu&qid=1699106866&sr=8-143	4,6	23
Lian-Li Kit GPU Verticale VG4-4W - Bianco	76,89	False	https://www.amazon.it/Lian-Li-Kit-GPU-Verticale-VG4-4W/dp/B0C84PJ67Y/ref=sr_1_144?keywords=gpu&qid=1699106866&sr=8-144	4,6	18
ELUTENG Scheda PCIE Riser da 1x a 16x 8 Condensatori Indipendenti Pci-e Riser Card (Dual-6pin/MOLEX) Scheda Riser GPU con Cavo USB 3.0 da 60 cm per Ethereum Mining (3 Pezzi)	23,99	False	https://www.amazon.it/ELUTENG-Condensatori-Indipendenti-Dual-6pin-Ethereum/dp/B09J2BTJZD/ref=sr_1_145?keywords=gpu&qid=1699106866&sr=8-145	4,5	113
LINKUP - Cavo di Alimentazione PCIE 5.0 Molded & Soldered 16Pin (12+4) to 3x8Pin┃16AWG Rivestito┃Compatibile con GPU RTX40 & RTX30 FE┃Progettato solo per PSU Corsair┃70cm	31,95	False	https://www.amazon.it/LINKUP-Alimentazione-3x8Pin%E2%94%8316AWG-Rivestito%E2%94%83Compatibile-FE%E2%94%83Progettato/dp/B0CG2F68KW/ref=sr_1_146?keywords=gpu&qid=1699106866&sr=8-146	4,4	59
ADWITS 9 Pezzi Assortiti Spessore 0,5 1,0 1,5 mm Cuscinetti termoconduttivi in Silicone con conduttività Termica 6,0 W/MK, Morbido Sicuro Semplice da Applicare per SSD CPU GPU-Blu	6,21	False	https://www.amazon.it/ADWITS-Silicone-conduttivo-conducibilit%C3%A0-Applicare/dp/B07PNL9C1Q/ref=sr_1_147?keywords=gpu&qid=1699106866&sr=8-147	4,6	3.969
AsiaHorse Upgrade 16AWG PSU Cavi Sleeve PC, Alimentatore Cavi per GPU/CPU, Cavi Alimentatore Computer con Pettini, Cable Management PC 24 Pin/(6+2) Pin/(4+4) Pin, 30 cm, Bianco Puro	40,99	True	https://www.amazon.it/AsiaHorse-Upgrade-Alimentatore-Computer-Management/dp/B0B4V8T8BD/ref=sr_1_148?keywords=gpu&qid=1699106866&sr=8-148	4,6	405
EZDIY-FAB Cavo di Alimentazione Della GPU,Connettore PCIe 5.0 da 16Pin (12+4) 12VHPWR Maschio a 3X PCIE 8 PIN per RTX 4070Ti/4080/3090Ti,con Pettini per Cavi Preinstallati-16AWG/Nero Grigio	19,99	False	https://www.amazon.it/EZDIY-FAB-Alimentazione-Connettore-12VHPWR-Preinstallati-16AWG/dp/B0BXNQN238/ref=sr_1_149?keywords=gpu&qid=1699106866&sr=8-149	4,0	22
EZDIY-FAB Personalizzato PSU Estensione Cavo di Prolunga Manicotto MOD GPU PC Alimentatore per PC in Nylon Morbido Intrecciato con Kit Pettine 24PIN/8PIN a 6+2Pin/ 8PIN a 4+4PIN-300MM Bianco	25,99	False	https://www.amazon.it/EZDIY-FAB-IT2-WS-18AWG-300/dp/B082XNT8N1/ref=sr_1_150?keywords=gpu&qid=1699106866&sr=8-150	4,7	530
NZXT KRAKEN G12 - GPU Mounting Kit for Kraken X Series AIO - Enhanced GPU Cooling - AMD and NVIDIA GPU Compatibility - Active Cooling for VRM - White, RL-KRG12-W1	29,90	False	https://www.amazon.it/NZXT-rl-kss800-krg12-W1-ventola-per-PC-bianco/dp/B06XXW1P96/ref=sr_1_151?keywords=gpu&qid=1699106866&sr=8-151	4,3	1.399
Dmjia Pad Termico in Silicone, 15 Pezzi 67 x 20mm Thermal Pad Riutilizzabile, Spessori 0.5 mm/1.0 mm/1.5 mm Pad Termici Autoadesivo, Pad Termico per CPU GPU Dissipatore di Calore	7,99	False	https://www.amazon.it/Dmjia-Silicone-Riutilizzabile-Autoadesivo-Dissipatore/dp/B0B1351F81/ref=sr_1_152?keywords=gpu&qid=1699106866&sr=8-152	4,5	115
EZDIY-FAB Cavo di Estensione PSU con Sleeved Custom Mod GPU PC Alimentazione Morbido Nylon Intrecciato con kit Pettine 24PIN/3x 8PIN a 6+2Pin/2X 8PIN a 4+4PIN-300MM/11.8in-Bianco	35,99	False	https://www.amazon.it/EZDIY-FAB-Estensione-Alimentazione-Intrecciato-11-8in-Bianco/dp/B08TBQ7RWT/ref=sr_1_153?keywords=gpu&qid=1699106866&sr=8-153	4,7	179
Pad Termico 12,8 w/mk, 85x45x2mm Thermal Pad, Pad Termici in Silicone per dissipatore di calore/GPU/CPU/LED	14,89	False	https://www.amazon.it/One-enjoy-Thermalright-85x45x2mm-dissipatore/dp/B08Y6V5JK6/ref=sr_1_154?keywords=gpu&qid=1699106866&sr=8-154	4,4	2.702
SANTOO Pad Termico, 100 Pezzi 10 x 10 x 1mm Thermal Pad in Silicone Blu per CPU GPU Dissipatore di Calore, efficiente conduttività Pad Termica, riempimento Gap	8,59	False	https://www.amazon.it/SANTOO-Pad-Thermal-Dissipatore-conduttivit%C3%A0/dp/B07TXTHVQD/ref=sr_1_155?keywords=gpu&qid=1699106866&sr=8-155	4,5	605
HP AMD FirePro 2270 NVIDIA QUADRO RTX5000 16GB CTLR	1.719,00	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfYXRmX25leHQ6MjAxNDE0MjY2NDU0OTg6OjA6Og&url=%2FHP-NVIDIA-Quadro-5000-16GB%2Fdp%2FB07PJSNX3F%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	4,7	2
Ocnvlia HD6770 PCIE X16 PCI-E 2.0 Scheda Grafica Discreta GPU 1GB GDDR5 Scheda Video VGA DVI Un 128 Bit per AMD Radeon HD6770	110,21	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfYXRmX25leHQ6MzAwMDE5NzI5MjU4NzMyOjowOjo&url=%2FOcnvlia-HD6770-PCIE-X16-PCI%2Fdp%2FB0B7VPFWDZ%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	3,0	3
Pvczool Scheda grafica GT210 1GB DDR2 64 bit PCIE 2.0 GPU Scheda Video Desktop DVI VGA Compatibile	39,94	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfYXRmX25leHQ6MzAwMDIyMjY5MTgxNzMyOjowOjo&url=%2FPvczool-Scheda-grafica-Desktop-Compatibile%2Fdp%2FB0BQHZ59XM%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1		
CINNANI Supporto scheda grafica, Staffa per GPU 50-80MM, Staffa di Supporto in lega di alluminio e magnesio Nero, Supporto Scheda Video, GPU Stütze Bracke	14,88	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfYXRmX25leHQ6MzAwMDgwMDI1MTQxNjMyOjowOjo&url=%2FCINNANI-Supporto-grafica-alluminio-magnesio%2Fdp%2FB0CC2RP2RC%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	4,7	21
Bewinner Scheda Grafica di Gioco, Scheda Grafica DDR3 a 64 Bit da 1 GB, Scheda Video 589 MHz 1000 MHz 2560x1600, HDMI DVI VGA PCI Express 2.0, Scheda Grafica per Computer per L'editing	62,89	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjIwMTE5ODkwMTQzMTk4OjowOjo&url=%2FBewinner-Grafica-2560x1600-Computer-Lediting%2Fdp%2FB0BRMWGXY1%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,6	5
Scheda Grafica da Gioco ATI HD6770, Scheda Grafica per Computer da 4 GB DDR5 a 128 Bit con Ventole Singole, Scheda Grafica Video PCI Express 2.0 API 3D DirectX 12 Frequenza Core	93,12	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjMwMDA0OTA3NjUwNTMzMjo6MDo6&url=%2FGrafica-Computer-Ventole-Singole-Frequenza%2Fdp%2FB0C6L4QQ72%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	5,0	1
Bewinner Scheda Grafica RX580 8GB, GDDR5 256bit Scheda Grafica per Computer con Doppia Ventola 1284MHz 7000MHz Scheda Grafica Discreta per Giochi per Computer Desktop con HDMI, DP X 3, DVI	131,09	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjMwMDA2ODUyMzc5NjQzMjo6MDo6&url=%2FBewinner-Grafica-Computer-Ventola-Discreta%2Fdp%2FB0BW9HX368%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-115-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,0	1
Okuyonic Scheda Grafica per Computer, Scheda Grafica RX 580 Portatile 256BIT 8GB DDR5 RAM Efficiente per PC Desktop(5808GD5)	113,79	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjMwMDA3NTAwMzYyMzQzMjo6MDo6&url=%2FOkuyonic-Grafica-Computer-Portatile-Efficiente%2Fdp%2FB0C9CBQ18J%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,5	7
Ownkim 1 Pezzi Supporto Scheda Grafica - Stabilità e Durata per Schede Video, GPU e Custodie - Design Magnetico, Regolabile, Alluminio aerospaziale anodizzato	7,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjMwMDA2OTMxNjQ2OTczMjo6MDo6&url=%2FOwnkim-Pezzi-Supporto-Scheda-Grafica%2Fdp%2FB0CJB5JGF1%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1		
upHere 5V ARGB Supporto GPU Scheda Grafica, 360 gradi di regolazione Supporto GPU,impedisce la Scheda Grafica Sag Holder, Supporta tutte le Schede Grafiche,Nero,GH05CK	21,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjIwMTYwMTQ2NTM0ODk4OjowOjo&url=%2FupHere-Supporto-regolazione-impedisce-Supporta%2Fdp%2FB0C27Z17JD%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-131-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1		
Scheda Grafica RX 580, Scheda Grafica GDDR5 da 8 GB 256 Bit con GPU 1284 MHz, 60 Hz 4K, PCI Express 3.0, 2 Ventole di Raffreddamento, Interfaccia DP HDMI DVI D	140,87	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo3MDE3ODE3NzAwMzgzNjcyOjE2OTkxMDY4NjY6c3BfbXRmOjIwMDgxMTkwOTc5ODk4OjowOjo&url=%2FGrafica-Express-Ventole-Raffreddamento-Interfaccia%2Fdp%2FB0B8Q724XQ%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dgpu%26qid%3D1699106866%26sr%3D8-132-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,8	54
